module,jsonKey,verdict,wireLine,matchedVerb,admin,accepts10,acceptsOnOff,verify,symptom
crash,crashCount,APP_READONLY,(none — app renders ReadingRow; no write is ever sent),none — no write is sent; hypothetical li,False,na,na,confirmed,"Display-only row in the app (correct behavior). Value is populated by the boot path from RTC memory (comment System_Settings.cpp:1861-1863, HardwareOne.cpp:1044"
crash,lastResetReason,APP_READONLY,(none — app renders ReadingRow; no write is ever sent),none — no write is sent; hypothetical li,False,na,na,confirmed,Display-only row in the app (correct behavior). Populated at boot from RTC memory (System_Settings.cpp:1861-1863); no user write path exists on either side.
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,"toggle flips, snaps back on 700ms re-fetch; 'Unknown command: enabled on' in console log"
debug,query,DEAD,query on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,execution,DEAD,execution on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,queue,DEAD,queue on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,validation,DEAD,validation on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,system,DEAD,system on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,routing,DEAD,routing on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,queue,DEAD,queue on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,context,DEAD,context on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,stack,DEAD,stack on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,heap,DEAD,heap on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,timing,DEAD,timing on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,scheduler,DEAD,scheduler on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,execution,DEAD,execution on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,condition,DEAD,condition on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,timing,DEAD,timing on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,lifecycle,DEAD,lifecycle on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,capture,MISFIRE,capture on,capture,False,no,no,confirmed,"toggling the camera 'Capture' debug flag TAKES A REAL PHOTO and saves it to storage (reply 'Captured: <file>'), or 'Error: Capture failed' if camera closed; the"
debug,settings,DEAD,settings on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,video,DEAD,video on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,lifecycle,DEAD,lifecycle on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,polling,DEAD,polling on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,values,DEAD,values on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,lifecycle,DEAD,lifecycle on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,polling,DEAD,polling on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,values,DEAD,values on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,lifecycle,DEAD,lifecycle on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,polling,DEAD,polling on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,values,DEAD,values on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,lifecycle,DEAD,lifecycle on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,polling,DEAD,polling on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,values,DEAD,values on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,lifecycle,DEAD,lifecycle on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,polling,DEAD,polling on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,values,DEAD,values on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,lifecycle,DEAD,lifecycle on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,polling,DEAD,polling on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,values,DEAD,values on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,lifecycle,DEAD,lifecycle on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,polling,DEAD,polling on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,values,DEAD,values on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,lifecycle,DEAD,lifecycle on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,polling,DEAD,polling on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,values,DEAD,values on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,lifecycle,DEAD,lifecycle on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,polling,DEAD,polling on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,values,DEAD,values on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,lifecycle,DEAD,lifecycle on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,polling,DEAD,polling on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,values,DEAD,values on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,lifecycle,DEAD,lifecycle on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,polling,DEAD,polling on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,values,DEAD,values on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,loading,DEAD,loading on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,rendering,DEAD,rendering on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,perf,DEAD,perf on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,load,DEAD,load on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,tokenizer,DEAD,tokenizer on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,forward,DEAD,forward on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,generate,DEAD,generate on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,memory,DEAD,memory on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,sync,DEAD,sync on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,setup,DEAD,setup on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,anchor,DEAD,anchor on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,resolve,DEAD,resolve on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,heap,DEAD,heap on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,stack,DEAD,stack on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,buffers,DEAD,buffers on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,sampleIntervalSec,DEAD,sampleIntervalSec 30,none,False,na,na,confirmed,slider snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,lifecycle,DEAD,lifecycle on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,protocol,DEAD,protocol on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,events,MISFIRE,events on,none,False,na,na,corrected,value snaps back on re-fetch; 'Unknown command' in console
debug,pages,DEAD,pages on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,heartbeat,DEAD,heartbeat on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,dump,DEAD,dump on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,wake,DEAD,wake on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,command,DEAD,command on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,afe,DEAD,afe on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,lifecycle,DEAD,lifecycle on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,tuning,DEAD,tuning on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,bus,DEAD,bus on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,discovery,DEAD,discovery on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,autoStart,DEAD,autoStart on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,connection,DEAD,connection on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,pubsub,DEAD,pubsub on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,discovery,DEAD,discovery on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,commands,DEAD,commands on,none,False,na,na,confirmed,value snaps back on re-fetch; 'Unknown command' in console
debug,webConsole,WRONG_VALUE,webConsole on,webconsole,True,yes,no,confirmed,turning the switch ON silently stores false and reports success ('disabled (persistent)'); re-fetch shows it snapped back OFF. Turning OFF works only by coincid
debug,logLevel,REJECTED,"logLevel 0:error (select sends the raw option token, e.g. '3:debug')",loglevel,True,na,no,confirmed,select snaps back to previous value on re-fetch; 'Error: Invalid level' plus usage appended (System_Command.cpp:243-256) in console
output,serial,DEAD,serial on,none — searched every CommandEntry table,False,na,na,confirmed,"Toggle appears to do nothing: 'Unknown command' lands only in the Console log lane, no error surfaces on the settings card, and the toggle snaps back on the 700"
output,serialRequireAuth,WRONG_VALUE,serialRequireAuth on,serialrequireauth — System_Settings.cpp:,True,yes,no,confirmed,Turning the toggle ON writes false — i.e. attempting to ENABLE the serial auth gate actually DISABLES it — with a success reply; the toggle snaps back to off on
output,displayRequireAuth,WRONG_VALUE,displayRequireAuth on,displayrequireauth — System_Settings.cpp,True,yes,no,confirmed,Toggle ON writes false (display auth gate disabled) while reporting success; snaps back to off on the 700 ms re-fetch. Toggle OFF works by accident. Verb is req
output,sessionIdleWeb,WORKS,sessionIdleWeb 60,"sessionidleweb — settingEditorCommands, ",True,na,no,confirmed,"Slider works: clean integer token always in 0..1440, applied and persisted; re-fetch confirms"
output,sessionIdleSerial,WORKS,sessionIdleSerial 60,sessionidleserial — settingEditorCommand,True,na,no,confirmed,Slider works: in-range integer applied and persisted
output,sessionIdleBle,WORKS,sessionIdleBle 15,"sessionidleble — settingEditorCommands, ",True,na,no,confirmed,Slider works: in-range integer applied and persisted. Note this one governs the very BLE session the app writes over — setting it low can log the app itself out
output,sessionIdleDisplay,WORKS,sessionIdleDisplay 60,sessionidledisplay — settingEditorComman,True,na,no,confirmed,Slider works: in-range integer applied and persisted
i2c,i2cBusEnabled,WRONG_VALUE,i2cBusEnabled on,i2cbusenabled,True,yes,no,confirmed,"Toggling ON sends ""on"" which writes false: device replies ""i2cBusEnabled set to 0 (reboot required)"" and the switch snaps back to off on the 700 ms re-fetch. To"
i2c,i2cSdaPin,WORKS,i2cSdaPin 8,i2csdapin,True,na,na,confirmed,"None — slider (min 0/max 48 emitted per buildModuleControlsJson System_Settings.cpp:2663-2667) sends a clean int; handler clamps silently instead of erroring, b"
i2c,i2cSclPin,WORKS,i2cSclPin 9,i2csclpin,True,na,na,confirmed,None — clean numeric slider write within the clamp range. Reboot required.
i2c,i2c2BusEnabled,WRONG_VALUE,i2c2BusEnabled on,i2c2busenabled,True,yes,no,confirmed,Identical to i2cBusEnabled: toggle-on writes false and snaps back to off after re-fetch; toggle-off works coincidentally. The app can never enable the second I2
i2c,i2c2SdaPin,WORKS,i2c2SdaPin -1,i2c2sdapin,True,na,na,confirmed,"None — slider covers -1..48 (min=-1/max emitted since both nonzero), handler clamp range matches. The -1 ""unavailable"" sentinel round-trips correctly. Reboot re"
i2c,i2c2SclPin,WORKS,i2c2SclPin 41,i2c2sclpin,True,na,na,confirmed,None — clean numeric slider write. Reboot required.
i2c,oledBus,WORKS_QUIRK,oledBus 1|I2C2,oledbus,True,na,na,confirmed,"Correct value stored, but only by luck: the raw select token ""0|I2C1""/""1|I2C2"" parses right because the digit leads and toInt() ignores the '|label' tail. A lab"
i2c,inputBus,WORKS_QUIRK,inputBus 0|I2C1,inputbus,True,na,na,confirmed,Same as oledBus: correct write only because option tokens are digit-first; dropdown shows raw 0/1 after re-fetch. Reboot required.
i2c,gpsBus,WORKS_QUIRK,gpsBus 0|I2C1,gpsbus,True,na,na,confirmed,Same digit-first-token luck as oledBus. Reboot required.
i2c,rtcBus,WORKS_QUIRK,rtcBus 0|I2C1,rtcbus,True,na,na,confirmed,Same digit-first-token luck as oledBus. Reboot required.
i2c,fmRadioBus,WORKS_QUIRK,fmRadioBus 0|I2C1,fmradiobus,True,na,na,confirmed,Same digit-first-token luck as oledBus. Reboot required.
i2c,presenceBus,WORKS_QUIRK,presenceBus 0|I2C1,presencebus,True,na,na,confirmed,Same digit-first-token luck as oledBus. Reboot required.
i2c,imuBus,WORKS_QUIRK,imuBus 0|I2C1,imubus,True,na,na,confirmed,Same digit-first-token luck as oledBus. Reboot required.
i2c,thermalBus,WORKS_QUIRK,thermalBus 0|I2C1,thermalbus,True,na,na,confirmed,Same digit-first-token luck as oledBus. Reboot required.
i2c,tofBus,WORKS_QUIRK,tofBus 0|I2C1,tofbus,True,na,na,confirmed,Same digit-first-token luck as oledBus. Reboot required.
i2c,apdsBus,WORKS_QUIRK,apdsBus 0|I2C1,apdsbus,True,na,na,confirmed,Same digit-first-token luck as oledBus. Reboot required.
i2c,servoBus,WORKS_QUIRK,servoBus 0|I2C1,servobus,True,na,na,confirmed,Same digit-first-token luck as oledBus. Reboot required.
i2c,fuelGaugeBus,WORKS_QUIRK,fuelGaugeBus 0|I2C1,fuelgaugebus,True,na,na,confirmed,Same digit-first-token luck as oledBus. Reboot required.
cli,oledHistorySize,DEAD,oledHistorySize 60,none — searched all CommandEntry tables ,False,na,na,confirmed,"Slider write silently fails: firmware replies 'Unknown command: oledHistorySize <n>' (visible only in the app's Console log), no value stored, and the ~700 ms l"
automation,automationsEnabled,DEAD,automationsEnabled on,none — searched all CommandEntry tables,False,na,na,confirmed,"Toggle flips in the UI, firmware replies 'Unknown command: automationsEnabled on' into the BLE console lane, and after the 700 ms loadControls re-fetch (Console"
power,mode,DEAD,mode Performance,none,False,na,na,confirmed,"Select shows the chosen option briefly, then snaps back to the old value on the 700 ms re-fetch (ConsoleViewModel.kt:1329-1335). Only trace is 'Unknown command:"
power,autoMode,DEAD,autoMode on,none,False,na,na,confirmed,"Toggle flips visually, then snaps back after the 700 ms controls re-fetch; 'Unknown command: autoMode on' visible only in Console log."
power,batteryThreshold,DEAD,batteryThreshold 50,none,False,na,na,confirmed,Slider snaps back to previous value after the 700 ms re-fetch; 'Unknown command: batteryThreshold 50' in Console log only.
power,displayDimLevel,DEAD,displayDimLevel 30,none,False,na,na,confirmed,Slider snaps back after the 700 ms re-fetch; 'Unknown command: displayDimLevel 30' in Console log only.
power,transitionCooldownMs,DEAD,transitionCooldownMs 5000,none,False,na,na,confirmed,Slider snaps back after the 700 ms re-fetch; 'Unknown command: transitionCooldownMs 5000' in Console log only.
power,powerSaveMinutes,DEAD,powerSaveMinutes 10,none,False,na,na,confirmed,Slider snaps back after the 700 ms re-fetch; 'Unknown command: powerSaveMinutes 10' in Console log only.
led,ledBrightness,WORKS,ledBrightness 75,ledbrightness,False,na,na,confirmed,Slider works; value persists and brightness changes on the strip immediately
led,ledStartupEnabled,WRONG_VALUE,ledStartupEnabled on,ledstartupenabled,False,yes,no,confirmed,Toggling ON silently writes false; after the 700 ms re-fetch the switch snaps back to OFF. Toggling OFF coincidentally works (off -> false). The setting can nev
led,ledStartupEffect,WORKS,ledStartupEffect rainbow,ledstartupeffect,False,na,na,confirmed,"Select works; every app option token (none,rainbow,pulse,fade,blink,strobe from SettingEntry options, System_NeoPixel.cpp:523) is exactly the handler's whitelis"
led,ledStartupColor,WORKS_QUIRK,ledStartupColor cyan,ledstartupcolor,False,na,na,confirmed,"Free-text field stores any string, including typos/garbage; the value persists and re-fetch shows it, but unknown color names silently render as cyan at boot (g"
led,ledStartupColor2,WORKS_QUIRK,ledStartupColor2 magenta,ledstartupcolor2,False,na,na,confirmed,Same as ledStartupColor: any text is stored verbatim; unknown names silently fall back to magenta at boot (HardwareOne.cpp:1826-1827)
led,ledStartupDuration,WORKS,ledStartupDuration 1000,ledstartupduration,False,na,na,confirmed,"Slider works; app slider bounds (min 100, max 10000 from SettingEntry System_NeoPixel.cpp:526) exactly match the handler's accepted range"
wifi,enabled,APP_READONLY,"n/a — app renders ReadingRow, no write ever sent (hypothetical 'enabled on' would match no verb)",none — readOnly:true is the 14th column ,False,na,na,confirmed,Row is display-only in the app; value cannot be changed from this card (by design).
wifi,autoReconnect,DEAD,autoReconnect on,none — searched all CommandEntry tables,False,na,na,confirmed,"Toggle flips in the UI, firmware replies 'Unknown command: autoreconnect on' into the BLE console lane, and after the app's 700 ms re-fetch the toggle snaps bac"
wifi,ntpServer,WORKS_QUIRK,ntpServer pool.ntp.org   (text field sends raw string; ControlWidgets.kt:54),"ntpserver — settingsCommands[], System_S",True,na,na,confirmed,"Works when the device is on WiFi and the host resolves and answers NTP. If the device is offline/host bad: handler errors, no write, app field snaps back after "
wifi,tzOffsetMinutes,WORKS_QUIRK,"tzOffsetMinutes -480|UTC-8 (Pacific/PST)   (options present, so select branch beats slider — ControlWidgets.kt:50-53 — and sends the raw option token)","tzoffsetminutes — settingsCommands[], Sy",True,na,na,confirmed,"Correct offset is applied and persisted for all 28 options, and NTP re-syncs immediately — but only because atoi happens to prefix-parse the ugly 'value|label' "
http,httpAutoStart,WRONG_VALUE,httpAutoStart on,httpAutoStart,True,yes,no,confirmed,"Toggling ON silently writes false: firmware replies success ('httpAutoStart set to 0'), app's 700 ms re-fetch snaps the toggle back to OFF. Toggling OFF works o"
http,httpsEnabled,WRONG_VALUE,httpsEnabled on,httpsEnabled,True,yes,no,confirmed,Toggling ON writes false with a success reply ('httpsEnabled set to 0 (takes effect after reboot)'); toggle snaps back to OFF after re-fetch. App can disable HT
http,webCliHistorySize,WORKS,webCliHistorySize 50,webclihistorysize,True,na,na,confirmed,Works: entry has min=1 max=100 (System_WiFi.cpp:1623) so the app renders a slider sending a clean integer already inside the handler's clamp range; value applie
espnow,enabled,DEAD,enabled on,none,False,na,na,confirmed,"Toggle flips, firmware replies 'Unknown command: enabled' in the console lane only; value snaps back on the 700 ms re-fetch (ConsoleViewModel.kt:1329-1335)"
espnow,mesh,DEAD,mesh on,none,False,na,na,confirmed,Toggle snaps back after re-fetch; 'Unknown command: mesh' only in console log
espnow,userSyncEnabled,DEAD,userSyncEnabled on,none,False,na,na,confirmed,Toggle snaps back after re-fetch; unknown-command reply in console only
